_id,genre,year,gross,inflation_adjusted_gross,movies_released,tickets_sold,gross_per_movie,tickets_per_movie,decade,top_movie,top_movie_gross,top_movie_inflation_adjusted_gross
6902a3f2df16f61a2804851d,Romantic Comedy,2011,577791604.0,623181502.0,33,69473969.0,17508836.484848484,2105271.787878788,2010s,Just Go With It,103028109.0,111121745.747693
6902a3f2df16f61a2804851e,Romantic Comedy,2012,340203356.0,383369736.0,31,42739101.0,10974301.806451613,1378680.677419355,2010s,Think Like a Man,91547205.0,103163085.235373
6902a3f2df16f61a2804851b,Romantic Comedy,2009,642370662.0,677311720.0,26,75508553.0,24706563.923076924,2904175.1153846155,2000s,The Proposal,163958031.0,172876350.919686
6902a3f2df16f61a2804851c,Romantic Comedy,2010,517406269.0,531789500.0,30,59285340.0,17246875.633333333,1976178.0,2010s,Valentine's Day,110485654.0,113557013.546415
6902a3f2df16f61a2804851f,Romantic Comedy,2013,197247886.0,217627646.0,25,24261722.0,7889915.44,970468.88,2010s,Warm Bodies,66380662.0,73239148.4843678
6902a3f2df16f61a28048520,Romantic Comedy,2014,264693693.0,290612123.0,30,32398230.0,8823123.1,1079941.0,2010s,Think Like a Man Too,65028687.0,71396203.5543193
6902a3f2df16f61a28048521,Romantic Comedy,2015,74106836.0,78853781.0,23,8790834.0,3222036.347826087,382210.17391304346,2010s,Focus,53862963.0,57313178.0772978
6902a3f2df16f61a28048522,Romantic Comedy,2016,137209258.0,140552123.0,30,15669133.0,4573641.933333334,522304.43333333335,2010s,How to be Single,46843513.0,47984773.7455741
6902a3f2df16f61a28048524,Romantic Comedy,2018,241016524.0,241016473.0,15,26869172.0,16067768.266666668,1791278.1333333333,2010s,Crazy Rich Asians,174519335.0,174519298.071054
6902a3f2df16f61a28048525,Musical,1996,2562599.0,5200555.0,2,579772.0,1281299.5,289886.0,1990s,Evita,2278112.0,4623215.24052729
6902a3f2df16f61a28048523,Romantic Comedy,2017,85994969.0,85994924.0,15,9586948.0,5732997.933333334,639129.8666666667,2010s,The Big Sick,42872467.0,42872444.56542
6902a3f2df16f61a28048527,Musical,1998,67210342.0,128545132.0,8,14330561.0,8401292.75,1791320.125,1990s,Grease,28350476.0,54222543.3056542
6902a3f2df16f61a28048526,Musical,1997,114425007.0,223614870.0,5,24929194.0,22885001.4,4985838.8,1990s,Anastasia,53147865.0,103864122.313338
6902a3f2df16f61a28048529,Musical,2000,93372793.0,155390306.0,9,17323334.0,10374754.777777778,1924814.888888889,2000s,Fantasia 2000 (Theatrical Release),67320333.0,112033996.293673
6902a3f2df16f61a2804852c,Musical,2003,169169167.0,251649636.0,6,28054586.0,28194861.166666668,4675764.333333333,2000s,Chicago,161445985.0,240160923.408173
6902a3f2df16f61a28048528,Musical,1999,23577029.0,41631062.0,8,4641144.0,2947128.625,580143.0,1990s,The King and I,12064440.0,21302745.5509886
6902a3f2df16f61a2804852a,Musical,2001,69839373.0,110681790.0,7,12339107.0,9977053.285714285,1762729.5714285714,2000s,Moulin Rouge,57065562.0,90437790.0058751
6902a3f2df16f61a2804852b,Musical,2002,57571456.0,88883963.0,8,9909026.0,7196432.0,1238628.25,2000s,Eight Crazy Nights,23443124.0,36193591.5989412
6902a3f2df16f61a2804852d,Musical,2004,22364844.0,32304755.0,5,3601422.0,4472968.8,720284.4,2000s,The Phantom of the Opera,16178431.0,23368830.5511724
6902a3f2df16f61a2804852e,Musical,2005,81788548.0,114452894.0,7,12759520.0,11684078.285714285,1822788.5714285714,2000s,The Phantom of the Opera,35047365.0,49044425.5267169
6902a3f2df16f61a2804852f,Musical,2006,68195041.0,93390742.0,7,10411454.0,9742148.714285715,1487350.5714285714,2000s,Dreamgirls,37064395.0,50758402.6649546
6902a3f2df16f61a28048530,Musical,2007,255937558.0,324387348.0,11,36163584.0,23267050.727272727,3287598.5454545454,2000s,Hairspray,118871849.0,150663795.303409
6902a3f2df16f61a28048531,Musical,2008,260176422.0,261057390.0,11,29103388.0,23652402.0,2645762.5454545454,2000s,Mamma Mia!,144130063.0,144618093.284854
6902a3f2df16f61a28048532,Musical,2009,39330920.0,42089088.0,10,4692206.0,3933092.0,469220.6,2000s,Fame,22455510.0,24030252.4445113
6902a3f2df16f61a28048533,Musical,2010,174481691.0,198315003.0,9,22108696.0,19386854.555555556,2456521.777777778,2010s,Tangled,167821986.0,190745616.152104
6902a3f2df16f61a28048535,Musical,2012,391900843.0,441626926.0,6,49233771.0,65316807.166666664,8205628.5,2010s,Beauty and the Beast,218813467.0,246577471.124788
6902a3f2df16f61a28048534,Musical,2011,84688775.0,89019033.0,4,9924084.0,21172193.75,2481021.0,2010s,Footloose,51670512.0,54312499.0632453
6902a3f2df16f61a28048536,Musical,2013,357193074.0,394098600.0,6,43935184.0,59532179.0,7322530.666666667,2010s,Frozen,296691729.0,327346198.852891
6902a3f2df16f61a28048537,Musical,2014,252182790.0,276876299.0,7,30866923.0,36026112.85714286,4409560.428571428,2010s,Frozen,104046280.0,114234396.927394
6902a3f2df16f61a28048538,Musical,2015,68944880.0,71366271.0,8,7956106.0,8618110.0,994513.25,2010s,Into the Woods,37130717.0,38434772.993242
6902a3f2df16f61a28048539,Musical,2016,248894081.0,258101677.0,8,28773877.0,31111760.125,3596734.625,2010s,Moana,210046114.0,217816567.002785
6902a3f2df16f61a2804853d,Documentary,1996,6791655.0,13783024.0,7,1536569.0,970236.4285714285,219509.85714285713,1990s,Snowriders,2035470.0,4130794.6091608
6902a3f2df16f61a2804853a,Musical,2017,890162292.0,890162259.0,9,99237710.0,98906921.33333333,11026412.222222222,2010s,Beauty and the Beast,504014165.0,504014146.315242
6902a3f2df16f61a2804853e,Documentary,1997,10372500.0,20270406.0,9,2259800.0,1152500.0,251088.88888888888,1990s,When We Were Kings,2666118.0,5210247.70343774
6902a3f2df16f61a2804853b,Musical,2018,417625409.0,417625368.0,9,46558012.0,46402823.222222224,5173112.444444444,2010s,Mary Poppins Returns,138817262.0,138817248.37174
6902a3f2df16f61a2804853c,Documentary,1995,81994311.0,169077889.0,9,18849263.0,9110479.0,2094362.5555555555,1990s,The Living Sea,64800000.0,133622041.256009
6902a3f2df16f61a2804853f,Documentary,1998,85954501.0,164394796.0,12,18327179.0,7162875.083333333,1527264.9166666667,1990s,Everest,66877098.0,127907750.66895
6902a3f2df16f61a28048542,Documentary,2001,21807044.0,34559822.0,25,3852823.0,872281.76,154112.92,2000s,Shackleton's Antarctic Adventure,6683025.0,10591263.7412732
6902a3f2df16f61a28048541,Documentary,2000,127001363.0,211354576.0,42,23562383.0,3023841.976190476,561009.119047619,2000s,Dolphins,54000000.0,89866335.5605089
6902a3f2df16f61a28048540,Documentary,1999,88124882.0,155606241.0,25,17347407.0,3524995.28,693896.28,1990s,Mysteries of Egypt,27042366.0,47749975.0979094
6902a3f2df16f61a28048543,Documentary,2002,71658170.0,110632186.0,31,12333577.0,2311553.870967742,397857.32258064515,2000s,Space Station,30460417.0,47027471.1059683
6902a3f2df16f61a28048544,Documentary,2003,91130211.0,135561610.0,53,15112777.0,1719437.9433962265,285146.7358490566,2000s,Space Station,15713110.0,23374185.8636441
6902a3f2df16f61a28048545,Documentary,2004,235480966.0,340138758.0,89,37919594.0,2645853.550561798,426062.8539325843,2000s,Fahrenheit 9/11,119114517.0,172054092.3556
6902a3f2df16f61a28048546,Documentary,2005,165886230.0,232128539.0,99,25878321.0,1675618.4848484849,261397.18181818182,2000s,La marche de l'empereur,77437223.0,108359744.14035
6902a3f2df16f61a28048547,Documentary,2006,102355386.0,140171678.0,111,15626720.0,922120.5945945946,140781.26126126127,2000s,An Inconvenient Truth,24146161.0,33067218.4131879
6902a3f2df16f61a28048549,Documentary,2008,87432868.0,100573389.0,126,11212195.0,693911.6507936508,88985.6746031746,2000s,Sea Monsters: A Prehistoric Adventure,14144251.0,16270028.5427745
6902a3f2df16f61a28048548,Documentary,2007,70753270.0,92246108.0,109,10283847.0,649112.5688073394,94347.22018348624,2000s,Sicko,24538513.0,31992617.7314123
6902a3f2df16f61a2804854a,Documentary,2009,187444087.0,212488052.0,93,23688746.0,2015527.817204301,254717.69892473117,2000s,Michael Jackson's This Is It,72091016.0,81722927.6298314
6902a3f2df16f61a2804854b,Documentary,2010,93857579.0,101634181.0,116,11330455.0,809117.0603448276,97676.33620689655,2010s,Hubble 3D,20149829.0,21819350.0143984
6902a3f2df16f61a2804854c,Documentary,2011,82415597.0,87788798.0,135,9786934.0,610485.9037037037,72495.80740740741,2010s,African Cats,15428747.0,16434645.9053874
6902a3f2df16f61a2804854e,Documentary,2013,49307450.0,54401319.0,160,6064807.0,308171.5625,37905.04375,2010s,Justin Bieber’s Believe,5962982.0,6579007.55308291
6902a3f2df16f61a2804854d,Documentary,2012,132328422.0,149118213.0,149,16624104.0,888110.2147651006,111571.1677852349,2010s,2016: Obama’s America,33349941.0,37581371.6389321
6902a3f2df16f61a28048551,Documentary,2016,50780120.0,52570730.0,158,5860728.0,321393.16455696203,37093.215189873416,2010s,Hillary’s America: The Secret History of the Democratic Party,13099931.0,13561861.1302933
6902a3f2df16f61a2804854f,Documentary,2014,88025980.0,96644762.0,152,10774221.0,579118.2894736842,70883.03289473684,2010s,Bears,17780194.0,19521084.7688811
6902a3f2df16f61a28048550,Documentary,2015,65083771.0,68611216.0,143,7648965.0,455131.26573426573,53489.26573426573,2010s,Monkey Kingdom,16432322.0,17322929.768829
6902a3f2df16f61a28048552,Documentary,2017,44877018.0,44876417.0,148,5002945.0,303223.0945945946,33803.68243243243,2010s,Born in China,13873211.0,13873025.2078021
6902a3f2df16f61a28048553,Documentary,2018,107099307.0,107098750.0,142,11939660.0,754220.4718309859,84082.11267605633,2010s,Won’t You Be My Neighbor?,22835787.0,22835668.2360816
6902a3f2df16f61a28048555,Dark Comedy,1996,2567371.0,5210242.0,3,580852.0,855790.3333333334,193617.33333333334,1990s,Faithful,2104439.0,4270764.32048115
6902a3f2df16f61a28048556,Dark Comedy,1997,37327594.0,72947377.0,5,8132372.0,7465518.8,1626474.4,1990s,Grosse Pointe Blank,28084357.0,54883799.3116189
6902a3f2df16f61a28048554,Dark Comedy,1995,24185598.0,49872348.0,3,5559905.0,8061866.0,1853301.6666666667,1990s,To Die For,21155211.0,43623483.9016769
6902a3f2df16f61a28048557,Dark Comedy,1998,46315475.0,88582024.0,6,9875365.0,7719245.833333333,1645894.1666666667,1990s,Dead Man on Campus,15064948.0,28812909.4065159
6902a3f2df16f61a28048558,Dark Comedy,1999,101746444.0,179658551.0,9,20028824.0,11305160.444444444,2225424.888888889,1990s,Being John Malkovich,18243969.0,32214246.5738549
6902a3f2df16f61a28048559,Dark Comedy,2000,51210561.0,85224230.0,7,9501029.0,7315794.428571428,1357289.857142857,2000s,Nurse Betty,25170054.0,41887814.3359613
6902a3f2df16f61a2804855a,Dark Comedy,2001,57007068.0,90345104.0,3,10071918.0,19002356.0,3357306.0,2000s,Snatch,30033056.0,47596546.5853782
6902a3f2df16f61a2804855b,Dark Comedy,2002,47766617.0,73746371.0,4,8221446.0,11941654.25,2055361.5,2000s,The Royal Tenenbaums,31656156.0,48873601.9301906
6902a3f2df16f61a2804855c,Dark Comedy,2003,56947540.0,84712994.0,2,9444035.0,28473770.0,4722017.5,2000s,Bad Santa,56909596.0,84656549.9491361
6902a3f2df16f61a2804855d,Dark Comedy,2004,5277208.0,7622625.0,3,849791.0,1759069.3333333333,283263.6666666667,2000s,Bad Santa,3150732.0,4551052.09260275
6902a3f2df16f61a2804855e,Dark Comedy,2005,9517330.0,13318297.0,6,1484760.0,1586221.6666666667,247460.0,2000s,The Ice Harvest,9016782.0,12617843.5191649
6902a3f2df16f61a2804855f,Dark Comedy,2006,32291174.0,44221634.0,5,4929948.0,6458234.8,985989.6,2000s,Thank You For Smoking,24793509.0,33953843.8761535
6902a3f2df16f61a28048560,Dark Comedy,2007,2456085.0,3202173.0,3,356987.0,818695.0,118995.66666666667,2000s,You Kill Me,2426851.0,3164058.55140315
6902a3f2df16f61a28048562,Dark Comedy,2009,54671157.0,65386671.0,9,7289484.0,6074573.0,809942.6666666666,2000s,The Men Who Stare at Goats,32018431.0,38294024.2829176
6902a3f2df16f61a28048561,Dark Comedy,2008,61625210.0,61941761.0,6,6905436.0,10270868.333333334,1150906.0,2000s,Burn After Reading,60355347.0,60665375.0785769
6902a3f2df16f61a28048563,Dark Comedy,2010,53218987.0,60503664.0,11,6745113.0,4838089.7272727275,613192.0909090909,2010s,Kick-Ass,48071303.0,54651359.0112903
6902a3f2df16f61a28048564,Dark Comedy,2011,35839668.0,40496294.0,11,4514637.0,3258151.6363636362,410421.54545454547,2010s,50/50,35016118.0,39565740.6554852
6902a3f2df16f61a28048565,Dark Comedy,2012,92522208.0,104261763.0,14,11623385.0,6608729.142857143,830241.7857142857,2010s,Dark Shadows,79727149.0,89843220.2753277
6902a3f2df16f61a28048566,Dark Comedy,2013,188672454.0,208166243.0,12,23206939.0,15722704.5,1933911.5833333333,2010s,American Hustle,87923123.0,97007410.4603361
6902a3f2df16f61a28048567,Dark Comedy,2014,181517016.0,199290966.0,13,22217499.0,13962847.384615384,1709038.3846153845,2010s,American Hustle,62194684.0,68284720.2293406
6902a3f2df16f61a28048569,Dark Comedy,2016,49182952.0,49660943.0,6,5536337.0,8197158.666666667,922722.8333333334,2010s,The Nice Guys,36261763.0,36614177.7220389
6902a3f2df16f61a2804856a,Dark Comedy,2017,61215946.0,61215926.0,10,6824518.0,6121594.6,682451.8,2010s,"Three Billboards Outside Ebbing, Missouri",24164629.0,24164621.1051195
6902a3f2df16f61a28048568,Dark Comedy,2015,74779827.0,75751892.0,13,8445027.0,5752294.384615385,649617.4615384615,2010s,Krampus,41465710.0,42004723.8892826
6902a3f2df16f61a2804856b,Dark Comedy,2018,141282717.0,141282676.0,10,15750577.0,14128271.7,1575057.7,2010s,"Three Billboards Outside Ebbing, Missouri",30349111.0,30349102.1927405
6902a3f2df16f61a2804856e,Western,1999,491069.0,867103.0,1,96667.0,491069.0,96667.0,1990s,Ride With the Devil,491069.0,867103.0
6902a3f2df16f61a2804856c,Western,1995,36538078.0,75344017.0,6,8399556.0,6089679.666666667,1399926.0,1990s,The Quick and the Dead,18552460.0,38256441.9954388
6902a3f2df16f61a2804856d,Western,1996,1118960.0,2270818.0,2,253157.0,559480.0,126578.5,1990s,Dead Man,1025488.0,2081125.87508401
6902a3f2df16f61a2804856f,Western,2000,64719710.0,107706073.0,4,12007366.0,16179927.5,3001841.5,2000s,Shanghai Noon,56932305.0,94746329.9571068
6902a3f2df16f61a28048570,Western,2001,22389813.0,35483490.0,4,3955796.0,5597453.25,988949.0,2000s,American Outlaws,13264986.0,21022417.5646818
6902a3f2df16f61a28048571,Western,2003,84453058.0,125629174.0,2,14005482.0,42226529.0,7002741.0,2000s,Open Range,58331254.0,86771366.6259924
6902a3f2df16f61a28048573,Western,2005,14873.0,20810.0,1,2320.0,14873.0,2320.0,2000s,Major Dundee,14873.0,20810.0
6902a3f2df16f61a28048574,Western,2006,584825.0,800886.0,2,89285.0,292412.5,44642.5,2000s,Down in the Valley,568932.0,779121.401704783
6902a3f2df16f61a28048572,Western,2004,90475689.0,130687087.0,4,14569352.0,22618922.25,3642338.0,2000s,Hidalgo,67286731.0,97191930.3995861
6902a3f2df16f61a28048576,Western,2008,20317697.0,20369202.0,4,2270814.0,5079424.25,567703.5,2000s,Appaloosa,20080574.0,20131477.8974186
6902a3f2df16f61a28048577,Western,2009,169906.0,177561.0,2,19795.0,84953.0,9897.5,2000s,Appaloosa,130820.0,136714.00668605
6902a3f2df16f61a28048575,Western,2007,57964064.0,74394058.0,4,8293652.0,14491016.0,2073413.0,2000s,3:10 to Yuma,53606916.0,68801870.3813647
6902a3f2df16f61a28048578,Western,2010,92697737.0,93522772.0,3,10426173.0,30899245.666666668,3475391.0,2010s,True Grit,86670382.0,87441771.9058115
6902a3f2df16f61a28048579,Western,2011,84669662.0,84682379.0,2,9440622.0,42334831.0,4720311.0,2010s,True Grit,84572623.0,84585325.4251814
6902a3f2df16f61a2804857d,Western,2015,29521197.0,31412213.0,6,3501919.0,4920199.5,583653.1666666666,2010s,The Hateful Eight,29045855.0,30906422.3929374
6902a3f2df16f61a2804857a,Western,2012,106297399.0,119784878.0,2,13353944.0,53148699.5,6676972.0,2010s,Django Unchained,106280122.0,119765408.818659
6902a3f2df16f61a2804857e,Western,2016,147170965.0,149159403.0,7,16628696.0,21024423.57142857,2375528.0,2010s,The Magnificent Seven,93420253.0,94682461.0791195
6902a3f2df16f61a2804857c,Western,2014,2323054.0,2550521.0,2,284339.0,1161527.0,142169.5,2010s,The Homesman,2272797.0,2495342.97404925
6902a3f2df16f61a2804857b,Western,2013,145859175.0,160929478.0,4,17940856.0,36464793.75,4485214.0,2010s,The Lone Ranger,89302115.0,98528890.9747773
6902a3f2df16f61a2804857f,Western,2017,61575125.0,61575103.0,8,6864560.0,7696890.625,858070.0,2010s,The Dark Tower,50701325.0,50701306.8850688
6902a3f2df16f61a28048580,Western,2018,33408750.0,33408720.0,7,3724495.0,4772678.571428572,532070.7142857143,2010s,Hostiles,29733369.0,29733342.3003758
6902a3f2df16f61a28048581,Concert or Performance,1999,148443.0,262112.0,1,29221.0,148443.0,29221.0,1990s,Stop Making Sense,148443.0,262112.0
6902a3f2df16f61a28048585,Concert or Performance,2003,70000.0,104124.0,1,11608.0,70000.0,11608.0,2000s,Concert for George,70000.0,104124.0
6902a3f2df16f61a28048582,Concert or Performance,2000,38847717.0,64650082.0,2,7207367.0,19423858.5,3603683.5,2000s,The Original Kings of Comedy,38168022.0,63518938.631009
6902a3f2df16f61a28048583,Concert or Performance,2001,3215111.0,5095310.0,3,568039.0,1071703.6666666667,189346.33333333334,2000s,N'sync: Bigger than Live,1688717.0,2676279.79788878
6902a3f2df16f61a28048584,Concert or Performance,2002,20338177.0,31399889.0,3,3500545.0,6779392.333333333,1166848.3333333333,2000s,Martin Lawrence Live: RunTelDat,19184820.0,29619233.7437608
6902a3f2df16f61a28048586,Concert or Performance,2004,1174079.0,1695886.0,1,189062.0,1174079.0,189062.0,2000s,Festival Express,1174079.0,1695886.0
6902a3f2df16f61a28048587,Concert or Performance,2005,1154117.0,1615031.0,3,180048.0,384705.6666666667,60016.0,2000s,Sarah Silverman: Jesus is Magic,1149330.0,1608332.23947832
6902a3f2df16f61a28048588,Concert or Performance,2006,2484609.0,3402563.0,4,379327.0,621152.25,94831.75,2000s,Neil Young: Heart of Gold,1828069.0,2503460.27920168
6902a3f2df16f61a2804858d,Concert or Performance,2011,95445317.0,96831392.0,6,10795027.0,15907552.833333334,1799171.1666666667,2010s,Justin Bieber: Never Say Never,73013910.0,74074231.852179
6902a3f2df16f61a28048592,Concert or Performance,2016,27211033.0,28217665.0,4,3145782.0,6802758.25,786445.5,2010s,Kevin Hart: What Now?,23591043.0,24463758.8133679
6902a3f2df16f61a28048593,Concert or Performance,2017,2984320.0,2984310.0,3,332699.0,994773.3333333334,110899.66666666667,2010s,Mayweather vs. McGregor,2620183.0,2620174.22016741
6902a3f2df16f61a28048595,Multiple Genres,2001,2010.0,3184.0,1,355.0,2010.0,355.0,2000s,Under Suspicion,2010.0,3184.0
6902a3f2df16f61a2804858a,Concert or Performance,2008,75628951.0,78208488.0,11,8718895.0,6875359.181818182,792626.8181818182,2000s,Hannah Montana/Miley Cyrus: Best of Both Worlds Concert Tour,65281781.0,67508398.8135328
6902a3f2df16f61a2804858b,Concert or Performance,2009,19953639.0,20108641.0,3,2241766.0,6651213.0,747255.3333333334,2000s,Jonas Brothers: The 3D Concert Experience,19162740.0,19311598.2120524
6902a3f2df16f61a2804859a,Multiple Genres,2007,335887.0,437906.0,2,48819.0,167943.5,24409.5,2000s,2006 Academy Award Nominated Short Films,335090.0,436866.927091552
6902a3f2df16f61a2804858c,Concert or Performance,2010,3128252.0,3475983.0,3,387512.0,1042750.6666666666,129170.66666666667,2010s,U2 3D,2054521.0,2282897.94720598
6902a3f2df16f61a2804858e,Concert or Performance,2012,28347099.0,31943892.0,4,3561192.0,7086774.75,890298.0,2010s,Katy Perry: Part of Me,25326071.0,28539543.916234
6902a3f2df16f61a2804858f,Concert or Performance,2013,64881892.0,71585534.0,4,7980550.0,16220473.0,1995137.5,2010s,Kevin Hart: Let Me Explain,32244051.0,35575528.6722871
6902a3f2df16f61a28048590,Concert or Performance,2014,3148116.0,3456374.0,3,385326.0,1049372.0,128442.0,2010s,The Fluffy Movie,2827393.0,3104246.36607482
6902a3f2df16f61a28048591,Concert or Performance,2015,1150000.0,1223660.0,1,136417.0,1150000.0,136417.0,2010s,The Met: Live in HD - Tannhauser,1150000.0,1223660.0
6902a3f2df16f61a28048597,Multiple Genres,2003,498239.0,741155.0,2,82626.0,249119.5,41313.0,2000s,The Animation Show,306362.0,455728.532110092
6902a3f2df16f61a28048589,Concert or Performance,2007,192068.0,250398.0,3,27915.0,64022.666666666664,9305.0,2000s,Aida at La Scala,118108.0,153976.752941666
6902a3f2df16f61a28048594,Multiple Genres,2000,332235.0,552902.0,1,61639.0,332235.0,61639.0,2000s,Under Suspicion,332235.0,552902.0
6902a3f2df16f61a28048596,Multiple Genres,2002,391835.0,604946.0,1,67441.0,391835.0,67441.0,2000s,Kurosawa & Mifune Festival,391835.0,604946.0
6902a3f2df16f61a28048598,Multiple Genres,2004,55134.0,79627.0,2,8877.0,27567.0,4438.5,2000s,The Animation Show,36709.0,53016.787154932
6902a3f2df16f61a28048599,Multiple Genres,2006,748135.0,1024535.0,3,114218.0,249378.33333333334,38072.666666666664,2000s,Viva Pedro,579539.0,793650.864302566
6902a3f2df16f61a2804859b,Multiple Genres,2008,508695.0,635507.0,1,70848.0,508695.0,70848.0,2000s,A Collection of 2007 Academy Award Nominated Short Films - Live Action & Animation,508695.0,635507.0
6902a3f2df16f61a2804859c,Multiple Genres,2009,644635.0,770980.0,1,85951.0,644635.0,85951.0,2000s,2009 Oscar Shorts,644635.0,770980.0
6902a3f2df16f61a2804859d,Multiple Genres,2010,1173911.0,1334584.0,3,148783.0,391303.6666666667,49594.333333333336,2010s,2010 Oscar Shorts,1018169.0,1157525.61880415
6902a3f2df16f61a2804859e,Multiple Genres,2011,1510823.0,1708946.0,4,190518.0,377705.75,47629.5,2010s,2011 Oscar Shorts,1352152.0,1529467.54966796
6902a3f2df16f61a2804859f,Multiple Genres,2012,1900200.0,2141300.0,2,238718.0,950100.0,119359.0,2010s,2012 Oscar Shorts,1702415.0,1918419.76607726
6902a3f2df16f61a280485a0,Multiple Genres,2013,2142342.0,2363685.0,1,263510.0,2142342.0,263510.0,2010s,2013 Oscar Shorts,2142342.0,2363685.0
6902a3f2df16f61a280485a1,Multiple Genres,2014,5136187.0,5639107.0,2,628663.0,2568093.5,314331.5,2010s,Saving Christmas,2778297.0,3050339.49518952
6902a3f2df16f61a280485a2,Multiple Genres,2015,2412493.0,2567026.0,1,286179.0,2412493.0,286179.0,2010s,2015 Oscar Shorts,2412493.0,2567026.0
6902a3f2df16f61a280485a3,Multiple Genres,2016,2862219.0,2968083.0,4,330890.0,715554.75,82722.5,2010s,2016 Oscar Shorts,2816816.0,2921000.69342283
6902a3f2df16f61a280485a5,Multiple Genres,2018,4787450.0,4787441.0,3,533717.0,1595816.6666666667,177905.66666666666,2010s,2018 Oscar Shorts,3508777.0,3508770.4037968
6902a3f2df16f61a280485a4,Multiple Genres,2017,4614134.0,4614114.0,5,514394.0,922826.8,102878.8,2010s,2017 Oscar Shorts,2835355.0,2835342.71013152
6902a3f2df16f61a280485a6,Reality,2014,16826.0,18469.0,1,2059.0,16826.0,2059.0,2010s,The Principle,16826.0,18469.0
6902a3f2df16f61a280485a7,Reality,2015,604870.0,643606.0,3,71751.0,201623.33333333334,23917.0,2010s,Benpao Ba! Xiongdi,309297.0,329104.443900342
6902a3f2df16f61a280485a8,Reality,2018,2027.0,2018.0,1,225.0,2027.0,225.0,2010s,The Cage Fighter,2027.0,2018.0
